Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"510261000";"523300";"3280";"887.3"
"511341000";"523300";"3280";"889.2"
"512421000";"523300";"3280";"891.2"
"513500000";"523300";"3280";"892.8"
"514840000";"523300";"3280";"895.1"
"515919000";"523300";"3280";"897.1"
"516998000";"523300";"3280";"899.1"
"518078000";"523300";"3280";"900.6"
"519157000";"523300";"3280";"902.6"
"520493000";"523300";"3280";"905.0"
"521572000";"523300";"3280";"906.9"
"522652000";"523300";"3281";"908.5"
"523732000";"519300";"3281";"910.5"
"524817000";"519300";"3281";"912.4"
"526151000";"519300";"3281";"914.8"
"527231000";"519300";"3281";"916.8"
"528310000";"519300";"3281";"918.3"
"529390000";"519300";"3280";"920.3"
"530469000";"519300";"3280";"922.3"
"531805000";"519300";"3280";"924.6"
"532885000";"519300";"3280";"926.2"
"533965000";"519300";"3280";"928.2"
"535054000";"519300";"3281";"930.1"
"536134000";"519300";"3281";"932.1"
"537469000";"519300";"3281";"934.1"
"538549000";"519300";"3280";"936.0"
"539629000";"519300";"3281";"938.0"
"540709000";"519300";"3281";"940.0"
"541789000";"519300";"3280";"941.5"
"543124000";"519300";"3280";"943.9"
"544204000";"519300";"3281";"945.9"
"545289000";"519300";"3281";"947.4"
"546369000";"519300";"3281";"949.4"
"547449000";"519300";"3280";"951.4"
"548784000";"519300";"3280";"953.7"
"549864000";"519300";"3280";"955.3"
"550943000";"519300";"3280";"957.3"
"552023000";"519300";"3280";"959.2"
"553102000";"523300";"3281";"961.2"
"554436000";"523300";"3281";"963.1"
"555521000";"523300";"3280";"965.1"
"556601000";"523300";"3280";"967.1"
"557680000";"523300";"3280";"969.1"
"558760000";"523300";"3280";"971.0"
"560095000";"523300";"3280";"973.0"
"561175000";"523300";"3280";"974.9"
"562255000";"523300";"3281";"976.9"
"563335000";"523300";"3280";"978.5"
"564414000";"523300";"3280";"980.4"
"565755000";"523300";"3280";"982.8"
"566834000";"523300";"3281";"984.8"
"567915000";"523300";"3281";"986.3"
"568994000";"523300";"3281";"988.3"
"570074000";"523300";"3281";"990.3"
"571409000";"523300";"3281";"992.6"
"572488000";"523300";"3281";"994.2"
"573568000";"523300";"3281";"996.2"
"574653000";"523300";"3281";"998.1"
"575732000";"523300";"3281";"1000.1"
"577072000";"523300";"3281";"1002.1"
"578151000";"523300";"3280";"1004.0"
"579231000";"523300";"3280";"1006.0"
"580309000";"523300";"3280";"1008.0"
"581390000";"523300";"3280";"1009.5"
"582725000";"518700";"3280";"1011.9"
"583805000";"518700";"3280";"1013.9"
"584891000";"518700";"3280";"1015.8"
"585971000";"518700";"3280";"1017.4"
"587050000";"518700";"3280";"1019.4"
"588385000";"518700";"3280";"1021.7"
"589464000";"518700";"3280";"1023.7"
"590544000";"518700";"3281";"1025.3"
"591624000";"518700";"3280";"1027.2"
"592704000";"518700";"3280";"1029.2"
"594039000";"518700";"3280";"1031.6"
"595125000";"518700";"3280";"1033.1"
"596204000";"518700";"3280";"1035.1"
"597284000";"518700";"3280";"1037.1"
"598362000";"518700";"3280";"1039.0"
"599696000";"518700";"3280";"1041.4"
"600776000";"518700";"3280";"1043.0"
"601856000";"518700";"3280";"1044.9"
"602935000";"518700";"3280";"1046.9"
"604015000";"518700";"3281";"1048.5"
"605357000";"518700";"3281";"1050.8"
"606436000";"518700";"3280";"1052.8"
"607515000";"518700";"3280";"1054.8"
"608596000";"518700";"3281";"1056.7"
"609675000";"518700";"3280";"1058.3"
"611010000";"518700";"3280";"1060.6"
"612089000";"523400";"3280";"1062.6"
"613169000";"523400";"3280";"1064.2"
"614249000";"523400";"3280";"1066.2"
"615333000";"523400";"3280";"1068.1"
"616669000";"523400";"3280";"1070.5"
"617749000";"523400";"3280";"1072.4"
"618828000";"523400";"3280";"1074.0"
"619912000";"523400";"3280";"1076.0"
"620992000";"523400";"3280";"1078.0"
"622327000";"523400";"3280";"1080.3"
"623406000";"523400";"3280";"1081.9"
"624486000";"523400";"3280";"1083.8"
"625572000";"523400";"3280";"1085.8"
"626651000";"523400";"3280";"1087.8"
"627986000";"523400";"3280";"1089.7"
"629065000";"523400";"3280";"1091.7"
"630144000";"523400";"3280";"1093.7"
"631223000";"523400";"3280";"1095.6"
"632303000";"523400";"3280";"1097.2"
"633638000";"523400";"3280";"1099.6"
"634724000";"523400";"3280";"1101.5"
"635804000";"523400";"3280";"1103.5"
"636884000";"523400";"3280";"1105.1"
"637964000";"523400";"3280";"1107.0"
"639299000";"523400";"3280";"1109.4"
"640379000";"523400";"3280";"1111.4"
"641459000";"519100";"3280";"1112.9"
"642539000";"519100";"3280";"1114.9"
"643620000";"519100";"3280";"1116.9"
"644960000";"519100";"3280";"1119.2"
