Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"810622000","523400","3274","22578.0"
"811716000","523400","3274","22579.6"
"812808000","523400","3274","22581.5"
"813901000","523400","3274","22583.5"
"814994000","523400","3274","22585.4"
"816341000","523400","3274","22587.8"
"817435000","523400","3274","22589.7"
"818526000","523400","3274","22591.7"
"819625000","523400","3274","22593.6"
"820718000","523400","3274","22595.6"
"822066000","523400","3274","22597.5"
"823163000","523400","3274","22599.4"
"824256000","523400","3274","22601.4"
"825349000","523400","3274","22603.3"
"826442000","523400","3274","22605.3"
"827790000","523400","3274","22607.6"
"828883000","523400","3274","22609.6"
"829981000","523400","3274","22611.1"
"831075000","523400","3274","22613.1"
"832167000","523400","3274","22615.0"
"833515000","523500","3274","22617.3"
"834607000","523500","3274","22619.3"
"835700000","523500","3274","22621.2"
"836793000","523500","3274","22623.2"
"837887000","523500","3274","22625.1"
"839236000","523500","3274","22627.5"
"840334000","523500","3274","22629.0"
"841426000","523500","3274","22631.0"
"842519000","523500","3274","22632.9"
"843612000","523500","3274","22634.9"
"844960000","523500","3274","22637.2"
"846053000","523500","3274","22639.2"
"847147000","523500","3274","22641.1"
"848239000","523500","3274","22643.0"
"849339000","523500","3274","22644.6"
"850686000","523500","3274","22646.9"
"851779000","523500","3274","22648.9"
"852871000","523500","3274","22650.8"
"853965000","523500","3274","22652.8"
"855058000","523500","3274","22654.7"
"856406000","523500","3274","22657.1"
"857499000","523500","3274","22659.0"
"858592000","523500","3274","22661.0"
"859691000","523500","3274","22662.5"
"860783000","523500","3274","22664.5"
"862132000","523500","3274","22666.8"
"863224000","523500","3274","22668.7"
"864321000","523500","3274","22670.7"
"865414000","523500","3274","22672.6"
"866507000","523500","3274","22674.6"
"867856000","523500","3274","22676.5"
"868949000","523500","3274","22678.5"
"870048000","523500","3274","22680.4"
"871140000","523500","3274","22682.4"
"872233000","523500","3274","22684.3"
"873580000","523500","3274","22686.6"
"874674000","523500","3274","22688.6"
"875767000","523500","3274","22690.5"
"876861000","523500","3274","22692.5"
"877954000","523500","3274","22694.0"
"879303000","523500","3274","22696.4"
"880400000","523500","3274","22698.3"
"881493000","523500","3274","22700.3"
"882585000","523500","3274","22702.2"
"883678000","523500","3274","22704.2"
"885026000","523500","3274","22706.5"
"886119000","523500","3274","22708.4"
"887212000","523500","3274","22710.4"
"888306000","523500","3274","22711.9"
"889403000","523500","3274","22713.9"
"890752000","523400","3274","22716.2"
"891844000","523400","3274","22718.2"
"892937000","523400","3274","22720.1"
"894030000","523400","3274","22722.1"
"895123000","523400","3274","22724.0"
"896471000","523400","3274","22726.4"
"897565000","523400","3274","22728.3"
"898658000","523400","3274","22729.8"
"899756000","523400","3274","22731.8"
"900849000","523400","3274","22733.7"
"902197000","523400","3274","22736.1"
"903289000","523400","3274","22738.0"
"904382000","523400","3274","22740.0"
"905475000","523400","3274","22741.9"
"906573000","523400","3274","22743.9"
"907922000","523400","3274","22745.8"
"909015000","523400","3274","22747.8"
"910114000","523400","3274","22749.7"
"911207000","523400","3274","22751.7"
"912300000","523400","3274","22753.6"
"913648000","523400","3274","22755.9"
"914741000","523400","3274","22757.9"
"915835000","523400","3274","22759.8"
"916927000","523400","3274","22761.8"
"918021000","523400","3274","22763.7"
"919375000","523400","3274","22765.7"
"920468000","523400","3274","22767.6"
"921561000","523400","3274","22769.6"
"922654000","523400","3274","22771.5"
"923746000","523400","3274","22773.5"
"925094000","523400","3274","22775.8"
"926187000","523400","3274","22777.7"
"927280000","523400","3274","22779.7"
"928373000","523400","3274","22781.2"
"929472000","523400","3274","22783.2"
